starttime,location,value
2021-10-22 12:00:00,Cross Bronx Expy,4.73562
2021-10-22 12:00:00,Queensboro Bridge,4.293198
2021-10-22 12:00:00,Williamsburg Bridge,6.333255
2021-10-22 12:00:00,Manhattan Bridge,7.775223
2021-10-22 13:00:00,Broadway/35th St,5.975595
2021-10-22 13:00:00,Queens College,4.2914175
2021-10-22 13:00:00,Cross Bronx Expy,5.186907
2021-10-22 13:00:00,Queensboro Bridge,4.57896
2021-10-22 13:00:00,Williamsburg Bridge,6.3617235
2021-10-22 13:00:00,Manhattan Bridge,8.0705475
2021-10-22 14:00:00,Broadway/35th St,4.663263
2021-10-22 14:00:00,Queens College,4.168443
2021-10-22 14:00:00,Cross Bronx Expy,9.966084
2021-10-22 14:00:00,Queensboro Bridge,4.67151
2021-10-22 14:00:00,Williamsburg Bridge,5.751867
2021-10-22 14:00:00,Manhattan Bridge,7.714653
2021-10-22 15:00:00,Broadway/35th St,5.148555
2021-10-22 15:00:00,Queens College,4.140225
2021-10-22 15:00:00,Cross Bronx Expy,5.52048
2021-10-22 15:00:00,Queensboro Bridge,4.503885
2021-10-22 15:00:00,Williamsburg Bridge,5.727105
2021-10-22 15:00:00,Manhattan Bridge,8.140485
2021-10-22 16:00:00,Broadway/35th St,5.710482
2021-10-22 16:00:00,Queens College,4.244391
2021-10-22 16:00:00,Cross Bronx Expy,4.468032
2021-10-22 16:00:00,Queensboro Bridge,5.503407
2021-10-22 16:00:00,Williamsburg Bridge,7.855779
2021-10-22 16:00:00,Manhattan Bridge,6.778989
2021-10-22 17:00:00,Broadway/35th St,4.737624
2021-10-22 17:00:00,Queens College,4.3974675
2021-10-22 17:00:00,Cross Bronx Expy,4.754217
2021-10-22 17:00:00,Queensboro Bridge,5.003112
2021-10-22 17:00:00,Williamsburg Bridge,7.541841
2021-10-22 17:00:00,Manhattan Bridge,7.0523475
2021-10-22 18:00:00,Broadway/35th St,5.129283
2021-10-22 18:00:00,Queens College,4.257678
2021-10-22 18:00:00,Cross Bronx Expy,4.564815
2021-10-22 18:00:00,Queensboro Bridge,4.622922
2021-10-22 18:00:00,Williamsburg Bridge,7.34565
2021-10-22 18:00:00,Manhattan Bridge,6.43254
2021-10-22 19:00:00,Broadway/35th St,5.14935
2021-10-22 19:00:00,Queens College,4.26849
2021-10-22 19:00:00,Cross Bronx Expy,4.39314
2021-10-22 19:00:00,Queensboro Bridge,4.56765
2021-10-22 19:00:00,Williamsburg Bridge,7.6839
2021-10-22 19:00:00,Manhattan Bridge,5.94711
2021-10-22 20:00:00,Broadway/35th St,4.69824
2021-10-22 20:00:00,Queens College,3.632256
2021-10-22 20:00:00,Cross Bronx Expy,4.939752
2021-10-22 20:00:00,Queensboro Bridge,4.498368
2021-10-22 20:00:00,Williamsburg Bridge,8.004456
2021-10-22 20:00:00,Manhattan Bridge,5.680944
2021-10-22 21:00:00,Broadway/35th St,4.605459
2021-10-22 21:00:00,Queens College,3.970821
2021-10-22 21:00:00,Cross Bronx Expy,4.3966965
2021-10-22 21:00:00,Queensboro Bridge,3.7286565
2021-10-22 21:00:00,Williamsburg Bridge,7.9206075
2021-10-22 21:00:00,Manhattan Bridge,4.9311285
2021-10-22 22:00:00,Broadway/35th St,4.562376
2021-10-22 22:00:00,Queens College,4.71309
2021-10-22 22:00:00,Cross Bronx Expy,4.704717
2021-10-22 22:00:00,Queensboro Bridge,3.532497
2021-10-22 22:00:00,Williamsburg Bridge,7.601775
2021-10-22 22:00:00,Manhattan Bridge,4.554003
2021-10-22 23:00:00,Broadway/35th St,4.1172
2021-10-22 23:00:00,Queens College,3.7728
2021-10-22 23:00:00,Cross Bronx Expy,4.2684
2021-10-22 23:00:00,Queensboro Bridge,3.3612
2021-10-22 23:00:00,Williamsburg Bridge,5.7048
2021-10-22 23:00:00,Manhattan Bridge,4.2348
2021-10-23 00:00:00,Broadway/35th St,3.720615
2021-10-23 00:00:00,Queens College,3.1894305
2021-10-23 00:00:00,Cross Bronx Expy,4.243368
2021-10-23 00:00:00,Queensboro Bridge,3.653163
2021-10-23 00:00:00,Williamsburg Bridge,7.599105
2021-10-23 00:00:00,Manhattan Bridge,4.7239635
2021-10-23 01:00:00,Broadway/35th St,3.634137
2021-10-23 01:00:00,Queens College,3.109431
2021-10-23 01:00:00,Cross Bronx Expy,3.964194
2021-10-23 01:00:00,Queensboro Bridge,3.625674
2021-10-23 01:00:00,Williamsburg Bridge,5.199792
2021-10-23 01:00:00,Manhattan Bridge,4.480437
2021-10-23 02:00:00,Broadway/35th St,3.496818
2021-10-23 02:00:00,Queens College,3.088866
2021-10-23 02:00:00,Cross Bronx Expy,4.474203
2021-10-23 02:00:00,Queensboro Bridge,3.13986
2021-10-23 02:00:00,Williamsburg Bridge,5.630067
2021-10-23 02:00:00,Manhattan Bridge,4.100247
2021-10-23 03:00:00,Broadway/35th St,3.266469
2021-10-23 03:00:00,Queens College,3.0356595
2021-10-23 03:00:00,Cross Bronx Expy,3.728088
2021-10-23 03:00:00,Queensboro Bridge,3.386148
2021-10-23 03:00:00,Williamsburg Bridge,4.326483
2021-10-23 03:00:00,Manhattan Bridge,4.3863225
2021-10-23 04:00:00,Broadway/35th St,3.507867
2021-10-23 04:00:00,Queens College,2.965626
2021-10-23 04:00:00,Cross Bronx Expy,3.714435
2021-10-23 04:00:00,Queensboro Bridge,3.404583
2021-10-23 04:00:00,Williamsburg Bridge,4.721454
2021-10-23 04:00:00,Manhattan Bridge,4.127571
2021-10-23 05:00:00,Broadway/35th St,3.4664625
2021-10-23 05:00:00,Queens College,2.9465325
2021-10-23 05:00:00,Cross Bronx Expy,3.9863925
2021-10-23 05:00:00,Queensboro Bridge,3.3451455
2021-10-23 05:00:00,Williamsburg Bridge,4.584312
2021-10-23 05:00:00,Manhattan Bridge,4.8009495
2021-10-23 06:00:00,Broadway/35th St,3.4767
2021-10-23 06:00:00,Queens College,3.293496
2021-10-23 06:00:00,Cross Bronx Expy,3.712248
2021-10-23 06:00:00,Queensboro Bridge,3.380736
2021-10-23 06:00:00,Williamsburg Bridge,5.474496
2021-10-23 06:00:00,Manhattan Bridge,4.200792
2021-10-23 07:00:00,Broadway/35th St,3.724065
2021-10-23 07:00:00,Queens College,3.583545
2021-10-23 07:00:00,Cross Bronx Expy,3.7065
2021-10-23 07:00:00,Queensboro Bridge,3.618675
2021-10-23 07:00:00,Williamsburg Bridge,6.007515
2021-10-23 07:00:00,Manhattan Bridge,4.72527
2021-10-23 08:00:00,Broadway/35th St,4.1502885
2021-10-23 08:00:00,Queens College,3.805665
2021-10-23 08:00:00,Cross Bronx Expy,4.0619235
2021-10-23 08:00:00,Queensboro Bridge,3.6907905
2021-10-23 08:00:00,Williamsburg Bridge,6.244539
2021-10-23 08:00:00,Manhattan Bridge,4.795353
2021-10-23 09:00:00,Broadway/35th St,4.751925
2021-10-23 09:00:00,Queens College,4.0848
2021-10-23 09:00:00,Cross Bronx Expy,4.06701
2021-10-23 09:00:00,Queensboro Bridge,4.271595
2021-10-23 09:00:00,Williamsburg Bridge,7.14468
2021-10-23 09:00:00,Manhattan Bridge,6.77109
2021-10-23 10:00:00,Broadway/35th St,5.828814
2021-10-23 10:00:00,Queens College,4.986762
2021-10-23 10:00:00,Cross Bronx Expy,4.36866
2021-10-23 10:00:00,Queensboro Bridge,4.99572
2021-10-23 10:00:00,Williamsburg Bridge,8.256432
2021-10-23 10:00:00,Manhattan Bridge,8.686416
2021-10-23 11:00:00,Broadway/35th St,6.9230505
2021-10-23 11:00:00,Queens College,5.397741
2021-10-23 11:00:00,Cross Bronx Expy,4.83816
2021-10-23 11:00:00,Queensboro Bridge,5.5511745
2021-10-23 11:00:00,Williamsburg Bridge,8.8364565
2021-10-23 11:00:00,Manhattan Bridge,7.491657
2021-10-23 12:00:00,Broadway/35th St,5.965128
2021-10-23 12:00:00,Queens College,5.22024
2021-10-23 12:00:00,Cross Bronx Expy,4.775124
2021-10-23 12:00:00,Queensboro Bridge,5.520012
2021-10-23 12:00:00,Williamsburg Bridge,9.253536
2021-10-23 12:00:00,Manhattan Bridge,8.408724
2021-10-23 13:00:00,Broadway/35th St,5.078274
2021-10-23 13:00:00,Queens College,6.002121
2021-10-23 13:00:00,Cross Bronx Expy,9.304188
2021-10-23 13:00:00,Queensboro Bridge,5.489889
2021-10-23 13:00:00,Williamsburg Bridge,8.508399
2021-10-23 13:00:00,Manhattan Bridge,8.746221
2021-10-23 14:00:00,Broadway/35th St,5.952435
2021-10-23 14:00:00,Queens College,7.047354
2021-10-23 14:00:00,Cross Bronx Expy,13.626069
2021-10-23 14:00:00,Queensboro Bridge,5.685606
2021-10-23 14:00:00,Williamsburg Bridge,9.448815
2021-10-23 14:00:00,Manhattan Bridge,8.188278
2021-10-23 15:00:00,Broadway/35th St,5.3634345
2021-10-23 15:00:00,Queens College,5.9739675
2021-10-23 15:00:00,Cross Bronx Expy,5.742705
2021-10-23 15:00:00,Queensboro Bridge,5.021166
2021-10-23 15:00:00,Williamsburg Bridge,7.13028
2021-10-23 15:00:00,Manhattan Bridge,7.6020555
2021-10-23 16:00:00,Broadway/35th St,5.166243
2021-10-23 16:00:00,Queens College,4.069374
2021-10-23 16:00:00,Cross Bronx Expy,6.9974565
2021-10-23 16:00:00,Queensboro Bridge,4.8409005
2021-10-23 16:00:00,Williamsburg Bridge,8.0013705
2021-10-23 16:00:00,Manhattan Bridge,7.71321
2021-10-23 17:00:00,Broadway/35th St,5.645274
2021-10-23 17:00:00,Queens College,4.245549
2021-10-23 17:00:00,Cross Bronx Expy,5.4679755
2021-10-23 17:00:00,Queensboro Bridge,5.6172795
2021-10-23 17:00:00,Williamsburg Bridge,8.2114365
2021-10-23 17:00:00,Manhattan Bridge,8.0621325
2021-10-23 18:00:00,Broadway/35th St,6.603411
2021-10-23 18:00:00,Queens College,5.030427
2021-10-23 18:00:00,Cross Bronx Expy,6.837486
2021-10-23 18:00:00,Queensboro Bridge,6.556596
2021-10-23 18:00:00,Williamsburg Bridge,8.588367
2021-10-23 18:00:00,Manhattan Bridge,9.758742
2021-10-23 19:00:00,Broadway/35th St,7.4901
2021-10-23 19:00:00,Queens College,5.94075
2021-10-23 19:00:00,Cross Bronx Expy,7.13328
2021-10-23 19:00:00,Queensboro Bridge,6.27879
2021-10-23 19:00:00,Williamsburg Bridge,10.25076
2021-10-23 19:00:00,Manhattan Bridge,8.91738
2021-10-23 20:00:00,Broadway/35th St,8.0587125
2021-10-23 20:00:00,Queens College,5.3855625
2021-10-23 20:00:00,Cross Bronx Expy,5.131425
2021-10-23 20:00:00,Queensboro Bridge,5.357325
2021-10-23 20:00:00,Williamsburg Bridge,9.8094375
2021-10-23 20:00:00,Manhattan Bridge,7.5692625
2021-10-23 21:00:00,Broadway/35th St,5.78061
2021-10-23 21:00:00,Queens College,3.884175
2021-10-23 21:00:00,Cross Bronx Expy,4.32762
2021-10-23 21:00:00,Queensboro Bridge,3.51621
2021-10-23 21:00:00,Williamsburg Bridge,7.87518
2021-10-23 21:00:00,Manhattan Bridge,5.676825
2021-10-23 22:00:00,Broadway/35th St,5.1750075
2021-10-23 22:00:00,Queens College,3.103815
2021-10-23 22:00:00,Cross Bronx Expy,5.5343925
2021-10-23 22:00:00,Queensboro Bridge,4.200885
2021-10-23 22:00:00,Williamsburg Bridge,7.8609375
2021-10-23 22:00:00,Manhattan Bridge,4.7399625
2021-10-23 23:00:00,Broadway/35th St,5.1652455
2021-10-23 23:00:00,Queens College,3.7425705
2021-10-23 23:00:00,Cross Bronx Expy,6.559467
2021-10-23 23:00:00,Queensboro Bridge,4.7099895
2021-10-23 23:00:00,Williamsburg Bridge,6.995754
2021-10-23 23:00:00,Manhattan Bridge,5.6774085
2021-10-24 00:00:00,Broadway/35th St,5.496111
2021-10-24 00:00:00,Queens College,4.364778
2021-10-24 00:00:00,Cross Bronx Expy,10.962636
2021-10-24 00:00:00,Queensboro Bridge,4.745058
2021-10-24 00:00:00,Williamsburg Bridge,7.150329
2021-10-24 00:00:00,Manhattan Bridge,6.066531
2021-10-24 01:00:00,Broadway/35th St,5.8094475
2021-10-24 01:00:00,Queens College,5.1423825
2021-10-24 01:00:00,Cross Bronx Expy,7.6200525
2021-10-24 01:00:00,Queensboro Bridge,4.8564975
2021-10-24 01:00:00,Williamsburg Bridge,7.5438165
2021-10-24 01:00:00,Manhattan Bridge,6.4955715
2021-10-24 02:00:00,Broadway/35th St,5.426928
2021-10-24 02:00:00,Queens College,5.379168
2021-10-24 02:00:00,Cross Bronx Expy,7.117632
2021-10-24 02:00:00,Queensboro Bridge,4.519488
2021-10-24 02:00:00,Williamsburg Bridge,6.91704
2021-10-24 02:00:00,Manhattan Bridge,6.171984
2021-10-24 03:00:00,Broadway/35th St,5.645757
2021-10-24 03:00:00,Queens College,5.454267
2021-10-24 03:00:00,Cross Bronx Expy,6.9766125
2021-10-24 03:00:00,Queensboro Bridge,4.611711
2021-10-24 03:00:00,Williamsburg Bridge,7.1681025
2021-10-24 03:00:00,Manhattan Bridge,6.3446955
2021-10-24 04:00:00,Broadway/35th St,5.844555
2021-10-24 04:00:00,Queens College,5.2018575
2021-10-24 04:00:00,Cross Bronx Expy,6.47766
2021-10-24 04:00:00,Queensboro Bridge,4.82775
2021-10-24 04:00:00,Williamsburg Bridge,6.036405
2021-10-24 04:00:00,Manhattan Bridge,5.8157775
2021-10-24 05:00:00,Broadway/35th St,5.368134
2021-10-24 05:00:00,Queens College,5.3009235
2021-10-24 05:00:00,Cross Bronx Expy,6.654735
2021-10-24 05:00:00,Queensboro Bridge,4.7248335
2021-10-24 05:00:00,Williamsburg Bridge,6.481908
2021-10-24 05:00:00,Manhattan Bridge,5.8002015
2021-10-24 06:00:00,Broadway/35th St,5.388948
2021-10-24 06:00:00,Queens College,5.475402
2021-10-24 06:00:00,Cross Bronx Expy,6.65694
2021-10-24 06:00:00,Queensboro Bridge,4.995102
2021-10-24 06:00:00,Williamsburg Bridge,6.964332
2021-10-24 06:00:00,Manhattan Bridge,6.56088
2021-10-24 07:00:00,Broadway/35th St,5.967189
2021-10-24 07:00:00,Queens College,5.8999155
2021-10-24 07:00:00,Cross Bronx Expy,7.178112
2021-10-24 07:00:00,Queensboro Bridge,5.698095
2021-10-24 07:00:00,Williamsburg Bridge,7.120449
2021-10-24 07:00:00,Manhattan Bridge,6.332388
2021-10-24 08:00:00,Broadway/35th St,5.940225
2021-10-24 08:00:00,Queens College,5.75754
2021-10-24 08:00:00,Cross Bronx Expy,6.786345
2021-10-24 08:00:00,Queensboro Bridge,6.27675
2021-10-24 08:00:00,Williamsburg Bridge,7.27671
2021-10-24 08:00:00,Manhattan Bridge,6.709425
2021-10-24 09:00:00,Broadway/35th St,6.85365
2021-10-24 09:00:00,Queens College,6.151755
2021-10-24 09:00:00,Cross Bronx Expy,7.27671
2021-10-24 09:00:00,Queensboro Bridge,7.094025
2021-10-24 09:00:00,Williamsburg Bridge,8.459355
2021-10-24 09:00:00,Manhattan Bridge,7.08441
2021-10-24 10:00:00,Broadway/35th St,6.090186
2021-10-24 10:00:00,Queens College,5.542644
2021-10-24 10:00:00,Cross Bronx Expy,6.090186
2021-10-24 10:00:00,Queensboro Bridge,5.725158
2021-10-24 10:00:00,Williamsburg Bridge,7.540692
2021-10-24 10:00:00,Manhattan Bridge,8.38602
2021-10-24 11:00:00,Broadway/35th St,7.050816
2021-10-24 11:00:00,Queens College,6.12078
2021-10-24 11:00:00,Cross Bronx Expy,6.178308
2021-10-24 11:00:00,Queensboro Bridge,6.197484
2021-10-24 11:00:00,Williamsburg Bridge,7.328868
2021-10-24 11:00:00,Manhattan Bridge,9.76422
2021-10-24 12:00:00,Broadway/35th St,8.722353
2021-10-24 12:00:00,Queens College,6.634131
2021-10-24 12:00:00,Cross Bronx Expy,8.051823
2021-10-24 12:00:00,Queensboro Bridge,7.592031
2021-10-24 12:00:00,Williamsburg Bridge,8.521194
2021-10-24 12:00:00,Manhattan Bridge,10.044255
2021-10-24 13:00:00,Broadway/35th St,9.29019
2021-10-24 13:00:00,Queens College,6.28521
2021-10-24 13:00:00,Cross Bronx Expy,10.41945
2021-10-24 13:00:00,Queensboro Bridge,7.00296
2021-10-24 13:00:00,Williamsburg Bridge,7.60587
2021-10-24 13:00:00,Manhattan Bridge,9.75912
2021-10-24 14:00:00,Broadway/35th St,8.73513
2021-10-24 14:00:00,Queens College,5.55789
2021-10-24 14:00:00,Cross Bronx Expy,8.39061
2021-10-24 14:00:00,Queensboro Bridge,6.88812
2021-10-24 14:00:00,Williamsburg Bridge,7.38576
2021-10-24 14:00:00,Manhattan Bridge,8.91696
2021-10-24 15:00:00,Broadway/35th St,8.6617245
2021-10-24 15:00:00,Queens College,5.454267
2021-10-24 15:00:00,Cross Bronx Expy,8.115978
2021-10-24 15:00:00,Queensboro Bridge,7.101081
2021-10-24 15:00:00,Williamsburg Bridge,7.2638475
2021-10-24 15:00:00,Manhattan Bridge,9.5808765
2021-10-24 16:00:00,Broadway/35th St,9.3702375
2021-10-24 16:00:00,Queens College,5.664906
2021-10-24 16:00:00,Cross Bronx Expy,9.41811
2021-10-24 16:00:00,Queensboro Bridge,6.660654
2021-10-24 16:00:00,Williamsburg Bridge,7.9532115
2021-10-24 16:00:00,Manhattan Bridge,10.18407
2021-10-24 17:00:00,Broadway/35th St,13.780065
2021-10-24 17:00:00,Queens College,5.791179
2021-10-24 17:00:00,Cross Bronx Expy,8.84688
2021-10-24 17:00:00,Queensboro Bridge,8.444562
2021-10-24 17:00:00,Williamsburg Bridge,10.302888
2021-10-24 17:00:00,Manhattan Bridge,8.6553
2021-10-24 18:00:00,Broadway/35th St,12.937848
2021-10-24 18:00:00,Queens College,6.197484
2021-10-24 18:00:00,Cross Bronx Expy,8.383548
2021-10-24 18:00:00,Queensboro Bridge,8.824596
2021-10-24 18:00:00,Williamsburg Bridge,10.109388
2021-10-24 18:00:00,Manhattan Bridge,9.754632
2021-10-24 19:00:00,Broadway/35th St,11.153523
2021-10-24 19:00:00,Queens College,6.383814
2021-10-24 19:00:00,Cross Bronx Expy,9.608406
2021-10-24 19:00:00,Queensboro Bridge,7.756185
2021-10-24 19:00:00,Williamsburg Bridge,7.938528
2021-10-24 19:00:00,Manhattan Bridge,8.264826
2021-10-24 20:00:00,Broadway/35th St,8.3926065
2021-10-24 20:00:00,Queens College,4.8784575
2021-10-24 20:00:00,Cross Bronx Expy,8.2581855
2021-10-24 20:00:00,Queensboro Bridge,5.98263
2021-10-24 20:00:00,Williamsburg Bridge,7.230825
2021-10-24 20:00:00,Manhattan Bridge,7.5860805
2021-10-24 21:00:00,Broadway/35th St,7.8685725
2021-10-24 21:00:00,Queens College,5.0867475
2021-10-24 21:00:00,Cross Bronx Expy,8.415345
2021-10-24 21:00:00,Queensboro Bridge,5.4704475
2021-10-24 21:00:00,Williamsburg Bridge,6.765435
2021-10-24 21:00:00,Manhattan Bridge,6.9860625
2021-10-24 22:00:00,Broadway/35th St,7.285503
2021-10-24 22:00:00,Queens College,5.87739
2021-10-24 22:00:00,Cross Bronx Expy,8.760669
2021-10-24 22:00:00,Queensboro Bridge,6.212655
2021-10-24 22:00:00,Williamsburg Bridge,8.090139
2021-10-24 22:00:00,Manhattan Bridge,7.438767
2021-10-24 23:00:00,Broadway/35th St,6.831072
2021-10-24 23:00:00,Queens College,6.850176
2021-10-24 23:00:00,Cross Bronx Expy,9.438768
2021-10-24 23:00:00,Queensboro Bridge,7.050768
2021-10-24 23:00:00,Williamsburg Bridge,9.171312
2021-10-24 23:00:00,Manhattan Bridge,7.986864
2021-10-25 00:00:00,Broadway/35th St,6.3854025
2021-10-25 00:00:00,Queens College,4.735242
2021-10-25 00:00:00,Cross Bronx Expy,7.692177
2021-10-25 00:00:00,Queensboro Bridge,6.108786
2021-10-25 00:00:00,Williamsburg Bridge,7.5490995
2021-10-25 00:00:00,Manhattan Bridge,7.024482
2021-10-25 02:00:00,Broadway/35th St,6.062634
2021-10-25 02:00:00,Queens College,4.191528
2021-10-25 02:00:00,Cross Bronx Expy,6.727494
2021-10-25 02:00:00,Queensboro Bridge,7.259382
2021-10-25 02:00:00,Williamsburg Bridge,9.519906
2021-10-25 02:00:00,Manhattan Bridge,7.905246
2021-10-25 03:00:00,Broadway/35th St,7.0524435
2021-10-25 03:00:00,Queens College,4.827816
2021-10-25 03:00:00,Cross Bronx Expy,8.4156195
2021-10-25 03:00:00,Queensboro Bridge,8.046426
2021-10-25 03:00:00,Williamsburg Bridge,8.860545
2021-10-25 03:00:00,Manhattan Bridge,9.447468
2021-10-25 04:00:00,Broadway/35th St,7.0470315
2021-10-25 04:00:00,Queens College,5.2381035
2021-10-25 04:00:00,Cross Bronx Expy,8.676951
2021-10-25 04:00:00,Queensboro Bridge,8.16819
2021-10-25 04:00:00,Williamsburg Bridge,9.072654
2021-10-25 04:00:00,Manhattan Bridge,9.2516625
2021-10-25 05:00:00,Broadway/35th St,7.6415355
2021-10-25 05:00:00,Queens College,5.813118
2021-10-25 05:00:00,Cross Bronx Expy,11.232735
2021-10-25 05:00:00,Queensboro Bridge,7.050816
2021-10-25 05:00:00,Williamsburg Bridge,8.9167395
2021-10-25 05:00:00,Manhattan Bridge,9.5168355
2021-10-25 06:00:00,Broadway/35th St,8.497554
2021-10-25 06:00:00,Queens College,6.70677
2021-10-25 06:00:00,Cross Bronx Expy,11.640753
2021-10-25 06:00:00,Queensboro Bridge,7.583508
2021-10-25 06:00:00,Williamsburg Bridge,10.773342
2021-10-25 06:00:00,Manhattan Bridge,10.176414
2021-10-25 07:00:00,Broadway/35th St,10.0414005
2021-10-25 07:00:00,Queens College,7.418415
2021-10-25 07:00:00,Cross Bronx Expy,12.9517095
2021-10-25 07:00:00,Queensboro Bridge,9.1516245
2021-10-25 07:00:00,Williamsburg Bridge,12.6365805
2021-10-25 07:00:00,Manhattan Bridge,14.425401
2021-10-25 08:00:00,Broadway/35th St,10.8837
2021-10-25 08:00:00,Queens College,7.31022
2021-10-25 08:00:00,Cross Bronx Expy,13.25067
2021-10-25 08:00:00,Queensboro Bridge,10.09164
2021-10-25 08:00:00,Williamsburg Bridge,11.49156
2021-10-25 08:00:00,Manhattan Bridge,13.61907
2021-10-25 09:00:00,Broadway/35th St,10.575621
2021-10-25 09:00:00,Queens College,7.584552
2021-10-25 09:00:00,Cross Bronx Expy,12.825783
2021-10-25 09:00:00,Queensboro Bridge,9.349923
2021-10-25 09:00:00,Williamsburg Bridge,11.206764
2021-10-25 09:00:00,Manhattan Bridge,12.551373
2021-10-25 10:00:00,Broadway/35th St,19.3363005
2021-10-25 10:00:00,Queens College,7.7393745
2021-10-25 10:00:00,Cross Bronx Expy,12.31089
2021-10-25 10:00:00,Queensboro Bridge,10.729491
2021-10-25 10:00:00,Williamsburg Bridge,15.128325
2021-10-25 10:00:00,Manhattan Bridge,14.837493
2021-10-25 11:00:00,Broadway/35th St,14.2517565
2021-10-25 11:00:00,Queens College,7.672167
2021-10-25 11:00:00,Cross Bronx Expy,12.455682
2021-10-25 11:00:00,Queensboro Bridge,9.098196
2021-10-25 11:00:00,Williamsburg Bridge,11.6524125
2021-10-25 11:00:00,Manhattan Bridge,12.8257275
2021-10-25 12:00:00,Broadway/35th St,16.2631125
2021-10-25 12:00:00,Queens College,10.8408
2021-10-25 12:00:00,Cross Bronx Expy,11.7729
2021-10-25 12:00:00,Queensboro Bridge,8.65395
2021-10-25 12:00:00,Williamsburg Bridge,10.6974
2021-10-25 12:00:00,Manhattan Bridge,12.2837625
2021-10-25 13:00:00,Broadway/35th St,14.29626
2021-10-25 13:00:00,Queens College,6.904515
2021-10-25 13:00:00,Cross Bronx Expy,11.156325
2021-10-25 13:00:00,Queensboro Bridge,9.56412
2021-10-25 13:00:00,Williamsburg Bridge,11.102955
2021-10-25 13:00:00,Manhattan Bridge,12.259305
2021-10-25 14:00:00,Broadway/35th St,17.0538525
2021-10-25 14:00:00,Queens College,6.57561
2021-10-25 14:00:00,Cross Bronx Expy,10.2390225
2021-10-25 14:00:00,Queensboro Bridge,9.2326875
2021-10-25 14:00:00,Williamsburg Bridge,10.0977825
2021-10-25 14:00:00,Manhattan Bridge,13.337475
2021-10-25 15:00:00,Broadway/35th St,11.76996
2021-10-25 15:00:00,Queens College,6.62784
2021-10-25 15:00:00,Cross Bronx Expy,10.1844
2021-10-25 15:00:00,Queensboro Bridge,9.94788
2021-10-25 15:00:00,Williamsburg Bridge,10.3596
2021-10-25 15:00:00,Manhattan Bridge,11.64732
2021-10-25 16:00:00,Broadway/35th St,14.120988
2021-10-25 16:00:00,Queens College,7.121364
2021-10-25 16:00:00,Cross Bronx Expy,9.950814
2021-10-25 16:00:00,Queensboro Bridge,10.151052
2021-10-25 16:00:00,Williamsburg Bridge,12.884736
2021-10-25 16:00:00,Manhattan Bridge,12.667086
2021-10-25 17:00:00,Broadway/35th St,16.1553165
2021-10-25 17:00:00,Queens College,6.589884
2021-10-25 17:00:00,Cross Bronx Expy,11.7405015
2021-10-25 17:00:00,Queensboro Bridge,10.9094775
2021-10-25 17:00:00,Williamsburg Bridge,12.6407775
2021-10-25 17:00:00,Manhattan Bridge,13.54971
2021-10-25 18:00:00,Broadway/35th St,13.33971
2021-10-25 18:00:00,Queens College,6.6899775
2021-10-25 18:00:00,Cross Bronx Expy,10.8966
2021-10-25 18:00:00,Queensboro Bridge,10.8535875
2021-10-25 18:00:00,Williamsburg Bridge,12.2127825
2021-10-25 18:00:00,Manhattan Bridge,12.30741
2021-10-25 19:00:00,Broadway/35th St,11.4573825
2021-10-25 19:00:00,Queens College,5.8950075
2021-10-25 19:00:00,Cross Bronx Expy,10.0539525
2021-10-25 19:00:00,Queensboro Bridge,7.87179
2021-10-25 19:00:00,Williamsburg Bridge,8.69331
2021-10-25 19:00:00,Manhattan Bridge,8.641965
2021-10-25 20:00:00,Broadway/35th St,9.535122
2021-10-25 20:00:00,Queens College,5.2578615
2021-10-25 20:00:00,Cross Bronx Expy,10.045332
2021-10-25 20:00:00,Queensboro Bridge,7.3327155
2021-10-25 20:00:00,Williamsburg Bridge,7.9619745
2021-10-25 20:00:00,Manhattan Bridge,7.3327155
2021-10-25 21:00:00,Broadway/35th St,7.6256535
2021-10-25 21:00:00,Queens College,5.079645
2021-10-25 21:00:00,Cross Bronx Expy,9.613401
2021-10-25 21:00:00,Queensboro Bridge,6.5260485
2021-10-25 21:00:00,Williamsburg Bridge,6.8982225
2021-10-25 21:00:00,Manhattan Bridge,6.51759
2021-10-25 22:00:00,Broadway/35th St,4.692801
2021-10-25 22:00:00,Queens College,6.2492985
2021-10-25 22:00:00,Cross Bronx Expy,7.418775
2021-10-25 22:00:00,Queensboro Bridge,4.6843875
2021-10-25 22:00:00,Williamsburg Bridge,5.921172
2021-10-25 22:00:00,Manhattan Bridge,5.4247755
2021-10-25 23:00:00,Broadway/35th St,5.927334
2021-10-25 23:00:00,Queens College,6.304929
2021-10-25 23:00:00,Cross Bronx Expy,5.256054
2021-10-25 23:00:00,Queensboro Bridge,5.499393
2021-10-25 23:00:00,Williamsburg Bridge,7.613925
2021-10-25 23:00:00,Manhattan Bridge,6.539877
2021-10-26 00:00:00,Broadway/35th St,4.0482345
2021-10-26 00:00:00,Queens College,3.9312015
2021-10-26 00:00:00,Cross Bronx Expy,4.1318295
2021-10-26 00:00:00,Queensboro Bridge,4.2823005
2021-10-26 00:00:00,Williamsburg Bridge,5.260362
2021-10-26 00:00:00,Manhattan Bridge,4.5665235
2021-10-26 01:00:00,Broadway/35th St,3.067761
2021-10-26 01:00:00,Queens College,2.734101
2021-10-26 01:00:00,Cross Bronx Expy,3.11781
2021-10-26 01:00:00,Queensboro Bridge,3.034395
2021-10-26 01:00:00,Williamsburg Bridge,3.418104
